cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold;2_fold;3_fold;4_fold;5_fold;6_fold;7_fold;8_fold;9_fold;10_fold
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.7258064516129032;0.7596899224806202;0.6859504132231405;0.7905138339920947;0.6829268292682927;0.7217391304347827;0.7651515151515152;0.7452471482889734;0.7385892116182573;0.7058823529411765
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.7459016393442622;0.790513833992095;0.771186440677966;0.683982683982684;0.7664233576642335;0.7888446215139442;0.757201646090535;0.76078431372549;0.746031746031746;0.7340823970037453
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.7410358565737051;0.7480916030534351;0.7583333333333333;0.8127490039840637;0.7736625514403291;0.7450980392156863;0.7029288702928871;0.7899159663865546;0.7385892116182572;0.7469879518072289
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.56353591160221;0.5925925925925926;0.6473988439306358;0.5818181818181818;0.5180722891566265;0.5317919075144508;0.6265060240963856;0.5783132530120482;0.5930232558139534;0.6390532544378698
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.6881720430107527;0.6632653061224489;0.68;0.625;0.5813953488372092;0.6298342541436464;0.6524064171122994;0.6815642458100559;0.6408839779005525;0.6129032258064515
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.743718592964824;0.6728971962616822;0.7966804979253113;0.8219178082191781;0.7570093457943926;0.7815126050420168;0.743362831858407;0.6893203883495145;0.7839195979899498;0.74235807860262
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.7545454545454545;0.8071748878923767;0.8;0.7807017543859649;0.815450643776824;0.7577092511013216;0.7532467532467533;0.7477477477477478;0.7647058823529411;0.8173913043478261
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.7811158798283262;0.7679324894514767;0.7553648068669528;0.7935222672064778;0.8018018018018017;0.8049792531120332;0.7226890756302522;0.782608695652174;0.7713004484304933;0.7727272727272727
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.7452471482889734;0.7489361702127659;0.7936507936507938;0.7381974248927038;0.801556420233463;0.7539682539682538;0.782608695652174;0.7699115044247788;0.7710843373493976;0.7984189723320159
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.7219917012448133;0.8014981273408239;0.7489711934156378;0.7410358565737051;0.7811158798283262;0.7586206896551724;0.7510917030567686;0.8125;0.7932489451476794;0.7808764940239042
